id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,start_datetime_ist,effective_end_datetime,duration_minutes,reason
FKID002735,unplanned,12.9754925,77.5748488,0.0,0.0,"Kempegowda Road, Elite Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",,tree_fall,False,2024-03-07 05:45:56.924000+00:00,,closed,yes,2024-03-21 19:46:54.543268+00,,,Upperpet station near towards magestic,,,Non-corridor,Low,,,,2024-03-07 05:47:03.831897+00,,1,FKUSR00959,FKUSR00001,,,,Upparpet,,FKKG000934,,,,FKUSR00959,2024-03-21 19:46:54.542779+00:00,,,,,,2024-03-07 11:15:56.924000+05:30,2024-03-21 19:46:54.542779+00:00,21000.96031298333,Unplanned duration exceeds 24 hours (21000.96 mins)
FKID002741,unplanned,12.9845417,77.594795,0.0,0.0,"Ali Asker Road, Income Tax Colony, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,tree_fall,False,2024-03-07 05:52:50.112000+00:00,,closed,yes,2024-03-25 20:45:03.308503+00,,,,,,CBD 2,High,,,,2024-03-07 05:53:30.868456+00,,1,FKUSR01161,FKUSR00001,,,,Cubbon Park,,FKKG001121,,,,FKUSR01161,2024-03-25 20:45:03.308001+00:00,,,,,,2024-03-07 11:22:50.112000+05:30,2024-03-25 20:45:03.308001+00:00,26812.21993335,Unplanned duration exceeds 24 hours (26812.22 mins)
FKID002742,unplanned,12.9554789,77.5858619,0.0,0.0,"Sri Kolada Mata Road, Dr Sri Shantaveera Swami Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",,water_logging,False,2024-03-07 05:53:28.543000+00:00,,closed,yes,2024-04-11 04:54:39.894526+00,,,traffic slow movement Sir,,,Non-corridor,Low,,,,2024-03-07 05:54:12.447475+00,,1,FKUSR01162,FKUSR00001,,,,Wilson Garden,,FKKG001122,,,,FKUSR01162,2024-04-11 04:54:39.893804+00:00,,,,,,2024-03-07 11:23:28.543000+05:30,2024-04-11 04:54:39.893804+00:00,50341.18918006667,Unplanned duration exceeds 24 hours (50341.19 mins)
FKID002753,unplanned,13.0000641,77.6861318,0.0,0.0,"Whitefield Road, Indian Oil Campus, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",,water_logging,False,2024-03-07 06:05:12.482000+00:00,,closed,yes,2024-03-09 23:03:48.993392+00,,,water laging,,,Non-corridor,Low,,,,2024-03-07 06:06:14.52331+00,,1,FKUSR01169,FKUSR00001,,,,Mahadevapura,,FKKG001129,,,,FKUSR01169,2024-03-09 23:03:48.992792+00:00,,,,,,2024-03-07 11:35:12.482000+05:30,2024-03-09 23:03:48.992792+00:00,3898.6085132,Unplanned duration exceeds 24 hours (3898.61 mins)
FKID002754,unplanned,12.8995441,77.6077643,0.0,0.0,"Someshwara Temple Road, Anjana Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",,tree_fall,False,2024-03-07 06:02:56.975000+00:00,,closed,yes,2024-03-18 20:38:13.171673+00,,,[PERSON] shaneshwr [LOCATION],,,Non-corridor,Low,,,,2024-03-07 06:05:03.67497+00,,1,FKUSR00992,FKUSR00001,,,,Mico Layout,,FKKG000965,,,,FKUSR00992,2024-03-18 20:38:13.171106+00:00,,,,,,2024-03-07 11:32:56.975000+05:30,2024-03-18 20:38:13.171106+00:00,16715.2699351,Unplanned duration exceeds 24 hours (16715.27 mins)
FKID002762,unplanned,13.0699598,77.6206606,13.0699595,77.6206608,"Railway Parallel Road, Arkavathy Layout 8th Block, Srirampura, Bengaluru, Karnataka. Pin-560064 (India)","Railway Parallel Road, Arkavathy Layout 8th Block, Srirampura, Bengaluru, Karnataka. Pin-560064 (India)",construction,True,,,active,yes,2024-03-23 23:53:59.522051+00,,,,,,Non-corridor,Low,,,,2024-03-23 23:46:55.760664+00,,1,FKUSR00318,FKUSR00001,,,,Hennuru,,FKKG000310,,,,,,,,,,,,,,Missing start_datetime
FKID002766,unplanned,12.9969965,77.595942,0.0,0.0,"Jayamahal Main Road, Joynagar, Jayamahal, Bengaluru, Karnataka. Pin-560006 (India)",,tree_fall,False,2024-03-07 06:09:05.242000+00:00,,closed,yes,2024-04-03 07:01:40.49524+00,,,[PERSON] traffic no problem sir,,,Non-corridor,Low,,,,2024-03-07 06:10:37.966709+00,,1,FKUSR01173,FKUSR00001,,,,R.T. Nagar,,FKKG001133,,,,FKUSR01173,2024-04-03 07:01:40.494693+00:00,,,,,,2024-03-07 11:39:05.242000+05:30,2024-04-03 07:01:40.494693+00:00,38932.58754488333,Unplanned duration exceeds 24 hours (38932.59 mins)
FKID002767,unplanned,12.9889825,77.499291,0.0,0.0,"Magadi Main Road, Janapriya Bharat Enclave, Sri Venkateshwara Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",,road_conditions,False,2024-03-23 23:10:33.234000+00:00,,closed,yes,2024-04-06 06:05:16.827569+00,,,Due to Bad Road Condition traffic slow movement sir,,,Magadi Road,High,,,,2024-03-23 23:11:51.631141+00,,1,FKUSR00284,FKUSR00001,,,,Kamakshipalya,,FKKG000276,,,,FKUSR00284,2024-04-06 06:05:16.826875+00:00,,,,,,2024-03-24 04:40:33.234000+05:30,2024-04-06 06:05:16.826875+00:00,19134.726547916667,Unplanned duration exceeds 24 hours (19134.73 mins)
FKID002769,unplanned,12.9632375,77.5821665,12.9632311,77.5821094,"Sri Narasimha Raj Wadiyar Road, KG Layout, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)","3rd Cross Road, KG Layout, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",water_logging,True,2024-03-07 06:14:19.180000+00:00,,closed,yes,2024-03-25 21:05:29.543374+00,,,[LOCATION] no vehicle moment sir,,,Mysore Road,High,,,,2024-03-07 06:15:50.448056+00,,1,FKUSR00266,FKUSR00001,,,,Halasuru Gate,,FKKG000258,,,,FKUSR00266,2024-03-25 21:05:29.542891+00:00,,,,,,2024-03-07 11:44:19.180000+05:30,2024-03-25 21:05:29.542891+00:00,26811.17271485,Unplanned duration exceeds 24 hours (26811.17 mins)
FKID002771,unplanned,12.980744,77.6221619,12.9807848,77.622155,"Murphy Road, Kensington Oval Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)","Murphy Road, Kensington Oval Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",water_logging,True,2024-03-07 06:17:33.914000+00:00,,closed,yes,2024-03-08 22:39:26.903352+00,,,water logging sir,,,Non-corridor,Low,,,,2024-03-07 06:18:16.669679+00,,1,FKUSR00267,FKUSR00001,,,,Halasur,,FKKG000259,,,,FKUSR00267,2024-03-08 22:39:26.902651+00:00,,,,,,2024-03-07 11:47:33.914000+05:30,2024-03-08 22:39:26.902651+00:00,2421.883144183333,Unplanned duration exceeds 24 hours (2421.88 mins)
FKID002776,unplanned,12.9632333,77.5821144,12.9634065,77.5822265,"3rd Cross Road, KG Layout, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)","Sri Narasimha Raj Wadiyar Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",water_logging,True,2024-03-07 06:15:54.796000+00:00,,closed,yes,2024-03-25 21:05:31.99463+00,,,[LOCATION],,,Mysore Road,High,,,,2024-03-07 06:22:46.467863+00,,1,FKUSR00266,FKUSR00001,,,,Halasuru Gate,,FKKG000258,,,,FKUSR00266,2024-03-25 21:05:31.994064+00:00,,,,,,2024-03-07 11:45:54.796000+05:30,2024-03-25 21:05:31.994064+00:00,26809.619967733335,Unplanned duration exceeds 24 hours (26809.62 mins)
FKID002777,unplanned,12.9541513,77.5854033,0.0,0.0,"Lalbagh Main Road, Lalbagh Main Gate Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",,water_logging,False,2024-03-07 06:22:54.148000+00:00,,closed,yes,2024-04-12 03:14:22.958471+00,,,"KH circule towards lalbugh [LOCATION], traffic movement slow",,,Non-corridor,Low,,,,2024-03-07 06:23:37.403486+00,,1,FKUSR00282,FKUSR00001,,,,Wilson Garden,,FKKG000274,,,,FKUSR00282,2024-04-12 03:14:21.278445+00:00,,,,,,2024-03-07 11:52:54.148000+05:30,2024-04-12 03:14:21.278445+00:00,51651.45217408333,Unplanned duration exceeds 24 hours (51651.45 mins)
FKID002793,unplanned,13.0203745,77.583989,0.0,0.0,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",,water_logging,False,2024-03-07 06:24:26.417000+00:00,,closed,yes,2024-03-09 23:10:49.133744+00,,,water logging at hqtc bus stop outgoing side traffic slow movements,,,Bellary Road 1,High,,,,2024-03-07 06:25:34.875641+00,,1,FKUSR00394,FKUSR00001,,,,Sadashivanagar,,FKKG000384,,,,FKUSR00394,2024-03-09 23:10:49.133163+00:00,,,,,,2024-03-07 11:54:26.417000+05:30,2024-03-09 23:10:49.133163+00:00,3886.3786027166666,Unplanned duration exceeds 24 hours (3886.38 mins)
FKID002798,unplanned,12.9436885,77.574042,12.9436799,77.5743032,"Shri BP Wadia Road, Tagore Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)","Shri BP Wadia Road, Tagore Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",tree_fall,True,2024-03-07 06:26:10.207000+00:00,,closed,yes,2024-03-09 06:50:52.630872+00,,,,,,Non-corridor,Low,,,,2024-03-07 06:27:31.372657+00,,1,FKUSR00314,FKUSR00001,,,,Basavanagudi,,FKKG000306,,,,FKUSR00314,2024-03-09 06:50:52.630321+00:00,,,,,,2024-03-07 11:56:10.207000+05:30,2024-03-09 06:50:52.630321+00:00,2904.7070553500002,Unplanned duration exceeds 24 hours (2904.71 mins)
FKID002813,unplanned,12.9525255,77.5413111,12.9525149,77.5412503,"Mysore Road, YR Vasudeva Bhattacharya Layout, Byatarayanapura New Extension, Bengaluru, Karnataka. Pin-560026 (India)","Mysore Road, YR Vasudeva Bhattacharya Layout, Byatarayanapura New Extension, Bengaluru, Karnataka. Pin-560026 (India)",water_logging,True,2024-03-07 06:31:55.411000+00:00,,closed,yes,2024-04-01 21:12:43.447376+00,,,[PERSON] Temlae mysura roed sir,,,Mysore Road,High,,,,2024-03-07 06:34:10.92119+00,,1,FKUSR00645,FKUSR00001,,,,Byatarayanapura,,FKKG000630,,,,FKUSR00645,2024-04-01 21:12:43.446579+00:00,,,,,,2024-03-07 12:01:55.411000+05:30,2024-04-01 21:12:43.446579+00:00,36880.80059298334,Unplanned duration exceeds 24 hours (36880.80 mins)
FKID002824,unplanned,12.9217293,77.6602295,0.0,0.0,"Outer Ring Road, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",,water_logging,False,2024-03-07 06:35:37.600000+00:00,,closed,yes,2024-03-13 04:23:25.439964+00,,,164 pillar ibbluru downramp to agar water logging traffic slow moving sir,,,ORR East 1,High,,,,2024-03-07 06:36:22.160635+00,,1,FKUSR00125,FKUSR00001,,,,Bellandur,,FKKG000119,,,,FKUSR00125,2024-03-13 04:23:25.439339+00:00,,,,,,2024-03-07 12:05:37.600000+05:30,2024-03-13 04:23:25.439339+00:00,8507.797322316666,Unplanned duration exceeds 24 hours (8507.80 mins)
FKID002825,unplanned,12.97119866,77.56672974,0.0,0.0,"Binny Mill Main Road, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",,water_logging,False,2024-03-07 06:41:00.454000+00:00,,closed,yes,2024-03-21 06:12:43.464423+00,,,Water logging,,,Non-corridor,Low,,,,2024-03-07 06:41:47.109839+00,,1,FKUSR00586,FKUSR00001,,,,Magadi Road,,FKKG000574,,,,FKUSR00586,2024-03-21 06:12:43.463883+00:00,,,,,,2024-03-07 12:11:00.454000+05:30,2024-03-21 06:12:43.463883+00:00,20131.716831383335,Unplanned duration exceeds 24 hours (20131.72 mins)
FKID002835,unplanned,12.9365027,77.5813461,0.0,0.0,"15th Cross Road, Cauvery Circle, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",,water_logging,False,2024-03-07 06:44:21.199000+00:00,,closed,yes,2024-03-17 06:39:46.390343+00,,,,,,Non-corridor,Low,,,,2024-03-07 06:45:08.91866+00,,1,FKUSR00783,FKUSR00001,,,,Jayanagara,,FKKG000767,,,,FKUSR00783,2024-03-17 06:39:46.389730+00:00,,,,,,2024-03-07 12:14:21.199000+05:30,2024-03-17 06:39:46.389730+00:00,14395.4198455,Unplanned duration exceeds 24 hours (14395.42 mins)
FKID002840,unplanned,13.0350492,77.529494,0.0,0.0,"11th Main Road, Block 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,others,False,2024-03-07 06:43:17.663000+00:00,,closed,yes,2024-04-19 04:08:06.327537+00,,,Electric. pool feel dowden,,,Tumkur Road,High,,,,2024-03-07 06:45:58.91677+00,,1,FKUSR00000,FKUSR00001,,,,Peenya,,FKKG000000,,,,FKUSR00000,2024-04-19 04:08:06.326882+00:00,,,,,,2024-03-07 12:13:17.663000+05:30,2024-04-19 04:08:06.326882+00:00,61764.8110647,Unplanned duration exceeds 24 hours (61764.81 mins)
FKID002842,unplanned,13.0225088,77.5497666,0.0,0.0,"2nd Cross Road, APMC Yard, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,tree_fall,False,2024-03-07 06:46:19.911000+00:00,,closed,yes,2024-03-26 20:51:06.185208+00,,,,,,Tumkur Road,High,,,,2024-03-07 06:46:46.262645+00,,1,FKUSR00948,FKUSR00001,,,,Yeshwanthpura,,FKKG000925,,,,FKUSR00948,2024-03-26 20:51:06.184680+00:00,,,,,,2024-03-07 12:16:19.911000+05:30,2024-03-26 20:51:06.184680+00:00,28204.771228,Unplanned duration exceeds 24 hours (28204.77 mins)
FKID002853,unplanned,13.1028901,77.5855105,0.0,0.0,"Doddaballapur Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",,others,False,2024-03-07 06:45:35.684000+00:00,,closed,yes,2024-03-08 18:49:08.416836+00,,,[LOCATION] main road wheel and axel to wards unnikrishan junction slab baroke sir,,,Non-corridor,Low,,,,2024-03-07 06:47:00.944406+00,,1,FKUSR00105,FKUSR00001,,,,Yelahanka,,FKKG000099,,,,FKUSR00105,2024-03-08 18:49:08.416259+00:00,,,,,,2024-03-07 12:15:35.684000+05:30,2024-03-08 18:49:08.416259+00:00,2163.54553765,Unplanned duration exceeds 24 hours (2163.55 mins)
FKID002854,unplanned,12.9827246,77.5920638,0.0,0.0,"Cubbon Road, Ali Askar Road Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,tree_fall,False,2024-03-07 06:41:11.348000+00:00,,closed,yes,2024-03-11 19:21:01.021696+00,,,one side traffic movement,,,CBD 2,High,,,,2024-03-07 06:47:11.77955+00,,1,FKUSR00519,FKUSR00001,,,,Cubbon Park,,FKKG000508,,,,FKUSR00519,2024-03-11 19:21:01.020995+00:00,,,,,,2024-03-07 12:11:11.348000+05:30,2024-03-11 19:21:01.020995+00:00,6519.827883249999,Unplanned duration exceeds 24 hours (6519.83 mins)
FKID002855,unplanned,12.9955732,77.6110994,12.9955732,77.6110994,"Saunders Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)","Saunders Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",tree_fall,True,2024-03-07 06:45:42.523000+00:00,,closed,yes,2024-03-28 21:47:50.600628+00,,,,,,Non-corridor,Low,,,,2024-03-07 06:47:03.505272+00,,1,FKUSR01191,FKUSR00001,,,,Pulikeshinagar(F.Town),,FKKG001151,,,,FKUSR01191,2024-03-28 21:47:50.600026+00:00,,,,,,2024-03-07 12:15:42.523000+05:30,2024-03-28 21:47:50.600026+00:00,31142.1346171,Unplanned duration exceeds 24 hours (31142.13 mins)
FKID002856,unplanned,12.9450178,77.5856504,12.9455033,77.5851017,"Siddhapura Road, Ashoka Stambh Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)","Siddhapura Road, Ashoka Stambh Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",water_logging,True,2024-03-07 06:46:10.343000+00:00,,closed,yes,2024-03-19 20:39:01.697799+00,,,ಭಾರಿ ಮಳೆಯಿಂದ ಸಂಪೂರ್ಣವಾಗಿರುತ್ತದೆ ಅಶೋಕ ಪಿಲ್ಲರ್ ಹತ್ತಿರ,,,Non-corridor,Low,,,,2024-03-07 06:47:23.357409+00,,1,FKUSR01045,FKUSR00001,,,,Wilson Garden,,FKKG001012,,,,FKUSR01045,2024-03-19 20:39:01.697300+00:00,,,,,,2024-03-07 12:16:10.343000+05:30,2024-03-19 20:39:01.697300+00:00,18112.855905,Unplanned duration exceeds 24 hours (18112.86 mins)
FKID002865,unplanned,12.9049931,77.6018334,0.0,0.0,"Bannerghatta Main Road, Mantri Elite, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)",,water_logging,False,2024-03-07 06:47:56.358000+00:00,,closed,yes,2024-03-08 21:02:50.526758+00,,,water logging at [LOCATION] vehicles slow movement ide sir,,,Bannerghata Road,High,,,,2024-03-07 06:48:30.316996+00,,1,FKUSR00082,FKUSR00001,,,,Mico Layout,,FKKG000076,,,,FKUSR00082,2024-03-08 21:02:50.526184+00:00,,,,,,2024-03-07 12:17:56.358000+05:30,2024-03-08 21:02:50.526184+00:00,2294.902803066667,Unplanned duration exceeds 24 hours (2294.90 mins)
FKID002868,unplanned,12.9954975,77.6111313,12.9955405,77.6110635,"Spencer Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)","Spencer Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",tree_fall,True,2024-03-07 06:47:11.341000+00:00,,closed,yes,2024-03-28 21:47:46.885317+00,,,,,,Non-corridor,Low,,,,2024-03-07 06:48:00.814755+00,,1,FKUSR01191,FKUSR00001,,,,Pulikeshinagar(F.Town),,FKKG001151,,,,FKUSR01191,2024-03-28 21:47:46.884734+00:00,,,,,,2024-03-07 12:17:11.341000+05:30,2024-03-28 21:47:46.884734+00:00,31140.59239556667,Unplanned duration exceeds 24 hours (31140.59 mins)
FKID002875,unplanned,13.0064569,77.5788985,0.0,0.0,"13th Cross Road, Bashyam Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",,water_logging,False,2024-03-07 07:02:52.522000+00:00,,closed,yes,2024-03-08 12:48:45.804867+00,,,water login,,,Non-corridor,Low,,,,2024-03-07 07:04:06.016574+00,,1,FKUSR00727,FKUSR00001,,,,Sadashivanagar,,FKKG000711,,,,FKUSR00727,2024-03-08 12:48:45.804322+00:00,,,,,,2024-03-07 12:32:52.522000+05:30,2024-03-08 12:48:45.804322+00:00,1785.8880387,Unplanned duration exceeds 24 hours (1785.89 mins)
FKID002876,unplanned,13.0349812,77.5296366,0.0,0.0,"12th Main Road, Block 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,tree_fall,False,2024-03-07 07:02:57.622000+00:00,,closed,yes,2024-04-19 04:08:01.228359+00,,,Tree fall no traffic promblam,,,Tumkur Road,High,,,,2024-03-07 07:04:30.884442+00,,1,FKUSR00000,FKUSR00001,,,,Peenya,,FKKG000000,,,,FKUSR00000,2024-04-19 04:08:01.227775+00:00,,,,,,2024-03-07 12:32:57.622000+05:30,2024-04-19 04:08:01.227775+00:00,61745.06009625,Unplanned duration exceeds 24 hours (61745.06 mins)
FKID002887,unplanned,12.9765849,77.5886901,0.0,0.0,"Dr Ambedkar Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,water_logging,False,2024-03-07 07:14:31.068000+00:00,,closed,yes,2024-03-09 06:58:23.826888+00,,,slow movement vehicle sir,,,Non-corridor,Low,,,,2024-03-07 07:15:23.342476+00,,1,FKUSR00320,FKUSR00001,,,,Cubbon Park,,FKKG000312,,,,FKUSR00320,2024-03-09 06:58:23.826290+00:00,,,,,,2024-03-07 12:44:31.068000+05:30,2024-03-09 06:58:23.826290+00:00,2863.879304833333,Unplanned duration exceeds 24 hours (2863.88 mins)
FKID002889,unplanned,12.9634106,77.5675531,0.0,0.0,"BGS Flyover, Anandpuram, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",,others,False,2024-03-07 07:19:38.460000+00:00,,closed,yes,2024-03-17 02:20:31.645308+00,,,water loging sir,,,Mysore Road,High,,,,2024-03-07 07:20:27.999587+00,,1,FKUSR00065,FKUSR00001,,,,Chamarajpet,,FKKG000059,,,,FKUSR00065,2024-03-17 02:20:31.644711+00:00,,,,,,2024-03-07 12:49:38.460000+05:30,2024-03-17 02:20:31.644711+00:00,14100.886411849999,Unplanned duration exceeds 24 hours (14100.89 mins)
FKID002894,unplanned,12.9689741,77.5648072,12.9689741,77.5648072,"Binny Mill Main Road, Nagamma Nagar, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)","Binny Mill Main Road, Nagamma Nagar, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",road_conditions,True,2024-03-07 07:08:23.543000+00:00,,closed,yes,2024-04-02 04:14:56.374543+00,,,[PERSON] towards sirsi compound breakdown,,,Non-corridor,Low,,,,2024-03-07 07:09:24.014136+00,,1,FKUSR01195,FKUSR00001,,,,Chamarajpet,,FKKG001155,,,,FKUSR01195,2024-04-02 04:14:56.373804+00:00,,,,,,2024-03-07 12:38:23.543000+05:30,2024-04-02 04:14:56.373804+00:00,37266.54718006667,Unplanned duration exceeds 24 hours (37266.55 mins)
FKID002901,unplanned,12.9462566,77.5894045,12.9463633,77.5893117,"Siddhapura Road, VR Nagar, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)","Siddhapura Road, VR Nagar, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",water_logging,True,2024-03-07 07:26:51.859000+00:00,,closed,yes,2024-03-19 20:38:54.721952+00,,,ಸೌತ್ ಗೇಟ್ ಜಂಕ್ಷನ್ ಹತ್ತಿರ ವಾಟರ್ ಲಾಗಿಂಗ್ ಆಗಿರುತ್ತದೆ ಸರ್,,,Non-corridor,Low,,,,2024-03-07 07:27:22.961328+00,,1,FKUSR01045,FKUSR00001,,,,Wilson Garden,,FKKG001012,,,,FKUSR01045,2024-03-19 20:38:54.721407+00:00,,,,,,2024-03-07 12:56:51.859000+05:30,2024-03-19 20:38:54.721407+00:00,18072.047706783334,Unplanned duration exceeds 24 hours (18072.05 mins)
FKID002905,unplanned,12.9964372,77.5846449,12.9962039,77.584282,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)","Anna Basavanna Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",tree_fall,True,2024-03-07 07:25:23.651000+00:00,,closed,yes,2024-03-16 02:53:49.001861+00,,,ನಿಯರ್ ಪ್ರೆಸಿಡೆಂಟ್ ಹೋಟೆಲ್ ರ್‌ಪಿ ರೋಡ್ ಹತ್ತಿರ ಮರ ಬಿದ್ದಿದ್ದ ಕಾರಣ ರಸ್ತೆ ಕ್ಲೋಸ್ ಆಗಿರುತ್ತದೆ,,,Bellary Road 1,High,,,,2024-03-07 07:32:20.77938+00,,1,FKUSR01159,FKUSR00001,,,,High ground,,FKKG001119,,,,FKUSR01159,2024-03-16 02:53:49.001159+00:00,,,,,,2024-03-07 12:55:23.651000+05:30,2024-03-16 02:53:49.001159+00:00,12688.42250265,Unplanned duration exceeds 24 hours (12688.42 mins)
FKID002909,unplanned,12.9973855,77.6103509,12.99709339,77.61101335,"Coles Road, Cleveland Town, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)","Coles Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",tree_fall,True,2024-03-07 08:05:43.414000+00:00,,closed,yes,2024-03-13 07:30:41.875265+00,,,tree fall  because road closed,,,Non-corridor,Low,,,,2024-03-07 08:09:03.256792+00,,1,FKUSR00835,FKUSR00001,,,,Pulikeshinagar(F.Town),,FKKG000815,,,,FKUSR00835,2024-03-13 07:30:41.874641+00:00,,,,,,2024-03-07 13:35:43.414000+05:30,2024-03-13 07:30:41.874641+00:00,8604.974344016668,Unplanned duration exceeds 24 hours (8604.97 mins)
FKID002914,unplanned,12.9877947,77.5497325,0.0,0.0,"Vatal Nagaraj Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",,tree_fall,False,2024-03-07 08:01:29.587000+00:00,,closed,yes,2024-04-02 07:30:48.291179+00,,,ಮರ ಬಿದ್ದಿದ್ದು ಸಾರ್ವಜನಿಕರ ಸಹಾಯದಿಂದ ಸೈಡಿಗೆ ಹಾಕಿಸಿದ್ದು ವೆಹಿಕಲ್ ಮೂಮೆಂಟ್ ಆಗುತ್ತಿರುತ್ತದೆ,,,West of Chord Road,High,,,,2024-03-07 08:05:11.753088+00,,1,FKUSR01200,FKUSR00001,,,,Vijayanagara,,FKKG001160,,,,FKUSR01200,2024-04-02 07:30:48.290520+00:00,,,,,,2024-03-07 13:31:29.587000+05:30,2024-04-02 07:30:48.290520+00:00,37409.31172533333,Unplanned duration exceeds 24 hours (37409.31 mins)
FKID002916,unplanned,12.9562512,77.5193834,0.0,0.0,"Magadi Road, Bangalore City Employees Housing & Social Welfare Cooperative Society, Vidyagiri Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",,water_logging,False,2024-03-07 08:07:21.634000+00:00,,closed,yes,2024-03-08 18:23:10.393041+00,,,water logging sir [PERSON] to [LOCATION] outer ring road traffic slow movement sir,,,Non-corridor,Low,,,,2024-03-07 08:09:16.382217+00,,1,FKUSR00228,FKUSR00001,,,,Byatarayanapura,,FKKG000220,,,,FKUSR00228,2024-03-08 18:23:10.392506+00:00,,,,,,2024-03-07 13:37:21.634000+05:30,2024-03-08 18:23:10.392506+00:00,2055.8126417666667,Unplanned duration exceeds 24 hours (2055.81 mins)
FKID002925,unplanned,12.9978214,77.6093606,12.99769025,77.60976881,"Coles Road, Weave, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)","Haines Road, Cleveland Town, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",tree_fall,True,2024-03-07 08:21:55.888000+00:00,,closed,yes,2024-03-13 07:32:05.393384+00,,,road closed because of tree fall,,,Non-corridor,Low,,,,2024-03-07 08:23:28.22451+00,,1,FKUSR00835,FKUSR00001,,,,Pulikeshinagar(F.Town),,FKKG000815,,,,FKUSR00835,2024-03-13 07:32:05.392784+00:00,,,,,,2024-03-07 13:51:55.888000+05:30,2024-03-13 07:32:05.392784+00:00,8590.158413066667,Unplanned duration exceeds 24 hours (8590.16 mins)
